Name,Address,RATING,CURRENT,RISK
Wendy's Old Fashioned Hamburgers,11920 W Center,STANDARD,9/18/2018,MEDIUM
Wendy's Restaurant,12730 L ST,EXCELLENT,3/23/2018,MEDIUM
WENNINGHOFF'S,6707 WENNINGHOFF RD,STANDARD,8/21/2018,MEDIUM
WEST BAY ELEM,3220 S 188 AVE,SUPERIOR,11/2/2018,HIGH
WEST DODGE STATION ELEM,18480 CALIFORNIA ST,SUPERIOR,11/27/2018,HIGH
West End, 1529 S 203 St  Ste 1 ,STANDARD,12/11/2018,HIGH
WEST LANES BOWL,151 N 72 ST,STANDARD,1/9/2019,HIGH
WEST MAPLE FANTASY'S,3725 N 147 ST,STANDARD,7/24/2018,MEDIUM
West Senior High,5710 S 176 AVE,SUPERIOR,10/30/2018,HIGH
WESTBROOK ELEM SCHOOL,1312 ROBERTSON DR,SUPERIOR,11/20/2018,HIGH
WESTERN BOWL LLC,4725 S 131 ST,STANDARD,11/26/2018,HIGH
WESTERN HERITAGE MUSEUM,801 S 10 ST,EXCELLENT,11/16/2018,MEDIUM
WESTERN HILLS SCH CAFETERIA,6523 WESTERN AVE,SUPERIOR,8/20/2018,HIGH
WESTGATE ELEM SCHOOL,7802 HASCALL ST,SUPERIOR,10/17/2018,HIGH
WESTMINSTER COURT,7323 SHIRLEY ST,EXCELLENT,11/7/2018,MEDIUM
Westridge Elementary,3100 No 206th ST - ELKHORN,SUPERIOR,10/5/2018,HIGH
Westside High School,8700 Pacific St,SUPERIOR,9/11/2018,HIGH
Westside Middle School,8601 Arbor St,SUPERIOR,10/12/2018,HIGH
Westside Production Kitchen,7667 D ST,SUPERIOR,11/5/2018,HIGH
Wheatfield's,1202 Howard ST,EXCELLENT,1/9/2019,HIGH
Wheatfield's Eatery-Bakery,1224 S 103 ST,STANDARD,11/13/2018,HIGH
WHICH WICH # 424,307 N 114 ST,STANDARD,7/26/2018,MEDIUM
Whisk+Measure Specialty Bakery,2505 S 133rd PLZ,EXCELLENT,9/11/2018,MEDIUM
WHITE HOUSE BAR & GRILL,7768 CASS,EXCELLENT,8/29/2018,MEDIUM
White Oak Station #78,8242 Maple St,EXCELLENT,5/4/2018,MEDIUM
White Oak Station #81,720 N 108th Ave,STANDARD,5/1/2018,MEDIUM
Whole Foods Market,10020 Regency Cir,EXCELLENT,1/24/2019,HIGH
Wicked Jo's,1904 Farnam #102,STANDARD,8/15/2018,MEDIUM
WICKED RABBIT,1508 HARNEY ST,STANDARD,8/8/2017,LOW
Wildwood Elementary,8071 RALSTON AVE,SUPERIOR,10/25/2018,HIGH
Willa Cather Elementary,3030 S 139th Plz,SUPERIOR,9/20/2018,HIGH
William Cody Elementary,3320 S 127th,SUPERIOR,9/24/2018,HIGH
William J Bryan Elementary,5010 S 144th,SUPERIOR,8/15/2018,HIGH
Williams-Sonoma #707,120 Regency Parkway #150,STANDARD,2/26/2018,MEDIUM
WILLOWDALE ELEMENTARY SCHOOL,16901 P ST,SUPERIOR,8/16/2018,HIGH
WILSON & WASHBURN,1407 HARNEY ST,EXCELLENT,11/14/2018,HIGH
WILSON FOCUS SCHOOL,5141 F ST,SUPERIOR,11/5/2018,HIGH
Winchell's Donut Franchise #9571,2905 S 120th ST,EXCELLENT,8/20/2018,MEDIUM
Winchester Bar & Grill,7002 Q St,STANDARD,1/8/2019,HIGH
WINE 121,12100 W CENTER RD STE 905,STANDARD,11/7/2017,LOW
WINE STYLES,1006 S 74 PLZ,EXCELLENT,6/15/2018,MEDIUM
WINERY/DELI AT THE WINERY,741 N 98 ST,EXCELLENT,1/2/2019,MEDIUM
Wingstop,1110 S 71st,STANDARD,8/13/2018,HIGH
Wingstop,11983 Blondo ST,EXCELLENT,1/25/2019,HIGH
WINNERS LOUNGE,5413 S 72 ST,STANDARD,11/15/2018,LOW
WOHLNERS GROCERY AT MIDTOWN,3253 DODGE ST,STANDARD,9/11/2018,HIGH
WONG'S HUNAN GARDEN,5050 S 108 ST,EXCELLENT,11/5/2018,HIGH
Ya Hala Mediterranean,5092 S 136th St,STANDARD,8/3/2018,HIGH
Yamato Sushi,7429 Pacific St,STANDARD,11/1/2018,HIGH
Yo Yo Berri,6610 S 168th ST,EXCELLENT,4/12/2018,MEDIUM
Yoshi - Ya Ramen,10000 California St SFC01,EXCELLENT,7/25/2018,HIGH
Yoshitomo,6009 Maple St,EXCELLENT,10/12/2018,HIGH
YUM ROLL,10000 CALIFORNIA SFC 01,EXCELLENT,7/25/2018,HIGH
Zamora Market Inc.,4901 S 24th ST,STANDARD,11/14/2018,MEDIUM
Zamora Market  Inc. ,4907 S 24th St,STANDARD,4/27/2018,MEDIUM
